idNum,time,channel,text,id,real_name,medium
502,2020-05-23T21:31:57Z,linh_hoang_thuy,"Seit letzter Woche bin ich wieder für einen Tag in der Woche im Büro, da nun auch auf der Arbeit langsam Lockerungsmaßnahmen herrschen.
Obwohl ich in der Bank mit einfacher Alltagskleidung erscheinen darf, habe ich mich bei der Rückkehr in das Büro für eine Bluse und eine Stoffhose entschieden und war damit nicht die Einzige, die sich mehr als sonst herausgeputzt hat. Das liegt wahrscheinlich daran, dass man nun doch recht lange im gemütlichen Gewand verbracht hat und in den letzten Monaten keine richtige Gelegenheit hatte sich schick zu machen. 
Außerdem ist immer nur die Hälfte aus meinem Team anwesend, da wir aufgrund des Sicherheitsabstandes nicht alle gleichzeitig im Büro sein dürfen. Unsere Meetings liefen somit weiterhin virtuell ab und obwohl ich mit den anderen im gleichen Raum saß, starrten wir alle auf unsere Bildschirme, um die Meetings abzuhalten. Mein Highlight ist immer das gemeinsame Mittagessen mit den Kollegen auf der Dachterrasse.",NA,Linh Hoang Thuy,text
503,2020-05-23T22:28:36Z,katrin_emler,"<iframe src=""https://player.vimeo.com/video/481828360"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F0146CVJ4MR,katrinem,movie
504,2020-05-23T22:28:36Z,katrin_emler,walk the … ?,NA,katrinem,text
505,2020-05-24T11:14:05Z,zoe_spehr,"<iframe src=""https://player.vimeo.com/video/481826370"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F013ZNE48R4,Zoe Spehr,movie
506,2020-05-24T13:47:31Z,hannes_strobl,"<p></p><iframe src=""https://player.vimeo.com/video/422123901?utm_source=email&amp;utm_medium=vimeo-cliptranscode-201504&amp;utm_campaign=28749enjoyed""width=""100%"" height=""100%"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe><p></p> -cheers hannes",NA,hannes strobl,text
507,2020-05-25T10:38:20Z,holger_schulze,"Christian Geyer polemisiert in der FAZ recht gelungen gegen <p></p><a href=""https://www.faz.net/aktuell/feuilleton/corona-wird-als-lehrmeisterin-des-lebens-banalisiert-16784266.html|»eine törichte Corona als „Lehrmeisterin des Lebens“-Ideologie […], die die Pandemie für noch den kleinsten didaktischen Mehrwert in Anspruch nehmen möchte.«>. Die Reproduktionszahl für Berlin scheint nun schon drei Tage in Folge <https://www.tagesspiegel.de/berlin/coronavirus-in-berlin-reproduktionszahl-steigt-auf-1-37-erste-corona-ampel-zeigt-rot/25655678.html|über 1 zu liegen"">Link</a><p></p>. Damit könnte die logarithmische Eskalation also erneut losgetreten worden sein. Das werden wir allerdings erst wissen und erkennen, wenn es faktisch schon zu spät ist.",NA,Holger Schulze,text
508,2020-05-25T11:04:03Z,susanne_jaschko,"Großartig: In Izmir erschallt _<p></p><a href=""https://youtu.be/9lgoTeP78tI|Ciao Bella Ciao>_<https://youtu.be/9lgoTeP78tI| von den Minaretten"">Link</a><p></p>. Wer hätte gedacht, dass Moscheen schon derartig digital transformiert und also hackbar sind? Letzte Woche dann eine Email von Easyjet, dass sie leider gehackt wurden und auf die Daten meiner Reisebuchungen zugegriffen wurde. Auch die Emailaccounts zweier Bekannter wurden erst kürzlich gehackt. Tatsächlich gibt es eine Zunahme von Hacks in diesen Zeiten. 33% Prozent mehr in den ersten 100 Coronatagen. 26 % mehr Phishing-Mails, wird behauptet. Die Angst macht clickfreudig, die vielen Stunden am Rechner unachtsam. Eine Anregung: Vielleicht kann jemand einmal das Ansagesystem der BVG hacken und ein paar fröhliche Lieder einspielen? Selbst gegen die eigentlich unerträgliche Sommerhitversion 2018 von _Ciao Bella Ciao_ hätte ich nichts einzuwenden, wenn sie nur die dauermahnenden Ansagen für eine Weile unterbricht. Angesichts des bevorstehenden Coronasommers stellt sich natürlich die Frage, welcher Pandemic Pop Song es dieses Jahr zum Sommerhit schafft.",NA,Susanne Jaschko,text
509,2020-05-25T18:59:20Z,susanne_jaschko,"Berlin, Bernauer Straße, Berliner Mauer. Da meine Tochter nun nur ein-zweimal in der Woche in die Schule muss und ansonsten ausschlafen kann, haben wir in den vergangenen Wochen öfters Abendspaziergänge durch die Nachbarschaft gemacht und neue Orte fürs Federballspiel gefunden. Normalerweise ist das Mauerdenkmal immer gut besucht, aber an diesen Abenden fast menschenleer. Wir spielen eine Partie Federball auf dem geschlossenen, stillen und windstillen Platz zwischen dem St. Elisabeth Friedhof und der Mauer. Ein eigenartiger Ort, an dem der Tod spürbar ist, aber genauso das Leben: eine Frau und ein kleines Kind schauen aus einem Haus von ganz oben zu und winken uns zu. Am Ende hebe ich meine Tochter hoch auf die Mauer, von wo sie den Ausblick minutenlang genießt.",NA,Susanne Jaschko,text
510,2020-05-25T18:59:20Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141AJ3C9L-0a1174e9d8/stadtmusik_mauer_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0141AJ3C9L,Susanne Jaschko,image
511,2020-05-25T21:00:03Z,max_joy,"
Ich hab nun schon länger nichts gepostet. Das liegt daran, daß ich nicht wirklich klar komme mit dem überstürtzten Lockerungszwang. In so einem Zustand bin ich nicht besonders kommunikativ. 
Seit den sogenannten Lockerungen verlasse ich kaum noch die Wohnung. Meine Erlebnisse beim Rausgehn in den ketzten 2 Wochen in Berlin Mitte und Neukölln haben mich stark verunsichert. Die rücksichts- und respektvolle Zeit im Supermarkt, Bioladen oder in den öffentl. Verkehsmitteln scheint vorbei zu sein - man muss schon aktiv die Leute in Schranken weisen, um z. B. einen Mindestabstand zu bekommen. 
In den Medien bringen Sie eine Sendung/ein Artikel nach der/dem anderen, wo es um Urlaub geht, ""endlich wieder Urlaub"" und wo man Urlaub machen könnte - Zitat: ""möglicherweise könnte das der schönste Türkeiurlaub sein den Sie je gemacht haben, da die Strände nicht so überfüllt sind"". 
Wie kann man jetzt an Urlaub denken? 
Vor dem Bubble-Tea-Laden bilden sich täglich extrem lange Schlangen. In der U8 tragen nur 10-20% der Fahrgäste Masken, in der Weserstrasse spielen sie Basketball als wär mix gewesen, die Parks waren noch nie so voll, hipster Strassenkreuzungen mit Pizza- und Eisläden waren in all den Jahren auch noch nie so voll, trotzdem nur jeder 2. Bewirtungstisch draussen steht - man kann nur den Abstand einhalten wenn man auf der Auto-Fahrbahn geht. Hier paar Beweisfotos:
",NA,MaxJoy sensoricArt,text
512,2020-05-25T21:05:09Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014LPT9WRF-c20acddc17/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014LPT9WRF,MaxJoy sensoricArt,image
513,2020-05-25T21:05:55Z,max_joy,"<iframe src=""https://player.vimeo.com/video/481826124"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F013TD29E87,MaxJoy sensoricArt,movie
514,2020-05-25T21:05:55Z,max_joy,"<iframe src=""https://player.vimeo.com/video/481826124"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F013TD29E87,MaxJoy sensoricArt,movie
515,2020-05-25T21:06:32Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Y0Q0EBA-b643637baf/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014Y0Q0EBA,MaxJoy sensoricArt,image
516,2020-05-25T21:08:34Z,max_joy,"Hier sieht man, dass von 9 Personen nur 2 eine Maske tragen",NA,MaxJoy sensoricArt,text
517,2020-05-25T21:09:00Z,max_joy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141DE7PNJ-2bc0b9ba9b/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0141DE7PNJ,MaxJoy sensoricArt,image
518,2020-05-25T21:14:15Z,max_joy,"Gerade kommen Meldungen, daß viele Urlaubsorte bereits ausgebucht sind, auch die Campingplätze!",NA,MaxJoy sensoricArt,text
519,2020-05-25T23:30:00Z,max_joy,"
*Das ist meine Liste von aktuell* (März bis Juni 2020) *zirkulierenden* *Wortschöpfungen und Zitaten:*

Solo-Selbstständige
Qualitytime für Väter und Kinder
Intensivbetten
Maskenoroduktion
vernetzte Wertschöpfungsketten
Helikoptergeld
Der neue snackable Content
Menschen sind Resonanzwesen
R-Faktor
Geisterspiele
neue Normalität
verantwortungsvolle Normalität
Maskenpflicht
Seuchenpass
Geberkonferenz
Westfleisch ist systemrelevant
Abwrackprämie
Präventionsparadoxon
Risikogruppe
Schlachtkapazitäten
Informationsimperien
Aluhutträger
Infektions-Cluster
Der Anti-Drosten
Popup-Radwege
Superspreader-Event

Wir wollen mit Wumms aus der Kriese kommen (O.Scholz)

grosser Rettungsschirm
Kern-Familie
Kinder-Bonus
Flottenaustausch
Sonder-Innovations-Prämie
Transformation der Gesellschaft
Technologie-Sprung
Kauflaune
Globalsteuerung
Quantencomputing, KI &amp; Wasserstoff-Strategie

Optimismus &amp; Psychologie sind die Hälfte des wirtschaftlichen Erfolgs (Söder)

Infektionsketten
Hygienismus
Infodemie

Nachbarschaft ist die meue Globalisierung

Wachstumsreligion
Videogipfel

Fußball: 
Deutscher Geister-Meister - die sonst obligatorischen Weißbierduschen mußten aus hygienischen Gründen ausfallen

Corona als Brennglas für ....

Massenhafte Corona-Tests
Corona-Patriotismus
Pandemietage sind keine Feiertage
Zwangskollabierte Volkswirtschaft
Aufmerksamkeits-Ökonomie
Corona-Sommer-Frieden
Popup-Biergärten
Entlastungs-Biergärten
Popup-Parties

",NA,MaxJoy sensoricArt,text
520,2020-05-26T08:59:40Z,hannes_strobl,"<p></p><a href=""https://www.ardaudiothek.de/leute/prof-hartmut-rosa-soziologe/74958768Prof"">Link</a><p></p>.                                                                       Hartmut Rosa | Soziologe
""Das Coronavirus ist der radikalste Entschleuniger, den wir in den letzten 200 Jahren erlebt haben!""",NA,hannes strobl,text
521,2020-05-26T13:32:21Z,dietmar_offenhuber,die neuen samtwürfel ,NA,Dietmar Offenhuber,text
522,2020-05-26T13:32:21Z,dietmar_offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Z6ESKQ8-46e4998dd0/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014Z6ESKQ8,Dietmar Offenhuber,image
523,2020-05-26T13:33:02Z,dietmar_offenhuber,das leben ist keine kunst,NA,Dietmar Offenhuber,text
524,2020-05-26T13:33:02Z,dietmar_offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Z6HN4SU-075198a23d/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014Z6HN4SU,Dietmar Offenhuber,image
525,2020-05-26T13:34:23Z,dietmar_offenhuber,in cambridge wird mit maskierten superhelden apelliert,NA,Dietmar Offenhuber,text
526,2020-05-26T13:34:23Z,dietmar_offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0149BDMJJE-7ea6d1f98d/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0149BDMJJE,Dietmar Offenhuber,image
527,2020-05-26T19:09:46Z,martina_huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0148RWNFHB-15232c2a70/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0148RWNFHB,Martina Huber,image
528,2020-05-26T19:10:22Z,martina_huber,und die sportmedizin ist wieder voll...,NA,Martina Huber,text
529,2020-05-26T19:10:22Z,martina_huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0143FJ526A-cca2908228/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0143FJ526A,Martina Huber,image
530,2020-05-27T11:18:03Z,nika_radic,Leer. Finde ich angenehm und deswegen gehe am Abend spazieren,NA,Nika Radić,text
531,2020-05-27T11:18:03Z,nika_radic,"<video controls width=""100%"" autoplay ><source src=""https://files.slack.com/files-pri/T012DPKCBQV-F014BKB9XFU/vid_20200518_221804_2.mp4?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""video/mp4""></video>",F014BKB9XFU,Nika Radić,movie
532,2020-05-27T16:23:04Z,dietmar_offenhuber,"in telefon gesprächen auf meiner terasse beklagen sich meine gesprächspartner öfters über den lärm der vögel. ich hatte auch den eindruck dass sie seit dem lockdown lauter und aktiver geworden sind. aber es ist schwer zu vergleichen - vielleicht ist es nur der stärkere kontrast zum niedrigeren hintergrund pegel oder meine geschärfte aufmerksamkeit. jetzt, nach dem langsamen ende des lockdowns schieben sich die hintergrundgeräusche der stadt wieder stärker in den vordergrund. die vögel scheinen davon zunaechst noch unbeeindruckt …",NA,Dietmar Offenhuber,text
533,2020-05-27T16:23:04Z,dietmar_offenhuber,"<audio controls autoplay src=""media/F013XL99MNK.mp3"" type=""audio/mpeg""></audio>",F013XL99MNK,Dietmar Offenhuber,audio
534,2020-05-27T16:23:04Z,dietmar_offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014CCPEU4S-25238eeaf3/garten_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014CCPEU4S,Dietmar Offenhuber,image
535,2020-05-28T16:01:59Z,georg_spehr,Ich fände das hier schick:,NA,Holger Schulze,text
536,2020-05-28T16:01:59Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014F67QBPD-9a6ed9dea1/2003_ab_fab_hi000358158_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014F67QBPD,Holger Schulze,image
537,2020-05-28T17:35:02Z,georg_spehr,Oder auch das hier:,NA,Holger Schulze,text
538,2020-05-28T17:35:02Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0140EX7DQX-4724cdf6b6/2001_ab_fab_fridge_tv000219290_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0140EX7DQX,Holger Schulze,image
539,2020-05-28T17:36:31Z,hannes_strobl,"Interessante &amp; scharfe Kritik an Rosa (die ich tatsächlich teile: Rosas Umgang mit Klang ist ziemlich, nunja, eigen &amp; oberlehrerhaft...): <p></p><a href=""https://www.faz.net/aktuell/feuilleton/corona-wird-als-lehrmeisterin-des-lebens-banalisiert-16784266.html"">Link</a><p></p>",NA,Holger Schulze,text
540,2020-05-30T18:45:47Z,dietmar_offenhuber,"hunde - metadiskurs auf zoom: zoom konferenz mit 12 teilnehmern. im hintergrund eines teilnehmers bellt ein hund. ein anderer teilnehmer antwortet, aber bevor er antworten kann, meldet sich sein eigener hund zu wort. es folgt eine halbe minute bellen aus mehreren zoom fenstern",NA,Dietmar Offenhuber,text
541,2020-05-31T07:48:45Z,linh_hoang_thuy,"Gestern, am Samstag den 30.05. versuchten wir am Vormittag mal wieder unser Glück im Baumarkt. Wir erinnerten uns gut an den 11.04., ebenso ein Samstagvormittag, als wir bei einem anderen Baumarkt in einer etwa 100 m langen Schlange standen. Wir haben es in der Schlange innerhalb von 15 Minuten 5 m voran geschafft, bevor wir wieder kehrt machten. So haben wir uns für den nächsten Besuch vorgenommen einer der Ersten zu sein, um nicht wieder anstehen zu müssen. Jedoch schafften wir es gestern erst wieder zum späten Vormittag und fingen an zu überlegen, ob wir anstehen müssen oder nicht. PRO Anstehen: Eventuell haben auch andere Leute vor am verlängerten Pfingstwochenende ein Bauprojekt wie wir zu starten. CONTRA Anstehen: Schon seit den letzten Wochen merken wir, dass wir uns beim Einkaufen nicht mehr anstellen müssen und gar nicht mehr befürchten müssen Waren nicht zu bekommen. Beim Baumarkt angekommen, marschierten  wir schnurstracks rein und kamen mit unseren gewünschten Dingen raus, sodass wir gestern noch unser DIY-Projekt fertigstellen konnten.",NA,Linh Hoang Thuy,text
542,2020-05-31T07:48:45Z,linh_hoang_thuy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014XUPCF6V-e18a7244d7/screenshot_20200531-093549__01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014XUPCF6V,Linh Hoang Thuy,image
543,2020-06-01T20:28:56Z,sam_auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014TV1JKJQ-f7168ff574/masken_in_der_au_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014TV1JKJQ,Sam Auinger,image
544,2020-06-01T20:29:53Z,sam_auinger,"bin nun seit fast einer woche wieder in linz. nach tagen des regens war heute das wetter so einladend, dass ich einen ausflug und langen spaziergang in den donau auen im süden der stadt machte.
seit ungefähr 3 wochen ist es den menschen in österreich erlaubt wieder raus zu gehen und bis vor kurzem war dazu  masken pflicht.....nach also sehr kurzer zeit kann man diese nun an den entlegensten stellen - wie heute tief in der au - finden.",NA,Sam Auinger,text
545,2020-06-02T10:13:12Z,linh_hoang_thuy,Sehr schön!:+1:,NA,Ingrid Beirer,text
546,2020-06-02T13:52:21Z,holger_schulze,"Igro Levit hat am letzten Wochenende 15 1/2 Stunden lang die Vexations von Erik Satie gespielt; ich habe ihm dabei zugehört &amp; -gesehen - und darüber geschrieben: <p></p><a href=""https://www.merkur-zeitschrift.de/2020/06/02/die-haende-machen-einfach-von-selbst-weiter/"">Link</a><p></p>",NA,Holger Schulze,text
547,2020-06-03T06:25:09Z,martina_huber,"irgendwie hat sich vieles normalisiert und ich habe auch meine slack routine dadurch etwas vergessen.. gestern wurde mir aber wieder deutlich klar, dass doch noch nicht alles so normal ist. meine chefin kam gestern aus den USA zurück und muss erstmal 2 wochen im häusliche quarantäne.. jetzt darf ich für sie einkaufen gehen :sweat_smile: aber ne nette abwechslung zu meinem bürojob ",NA,Martina Huber,text
548,2020-06-04T12:40:31Z,holger_schulze,"danke fuer deinen  text,..",NA,Sam Auinger,text
549,2020-06-04T12:42:03Z,maren_hartmann,"Ich durfte letzte Woche den Klang eines Krankenhauses zu Corona-Zeiten erleben (die lang ersehnte OP fand statt). Es war erstaunlich ruhig, muss ich sagen. Das Krankenhaus schien durchaus gut besucht, aber es hatte sicherlich schon dichtere Zeiten. Corona erschien in Form von Masken. Masken, die man als Patient*in tragen musste (bis in den OP - allerdings nicht im Krankenzimmer); Masken, die das gesamte Personal tragen musste. Ansonsten geht ein Abstandhalten bei Blutabnahme oder ähnlichem nicht. Und auf dem Gelände gab es beides: Menschen mit und ohne Maske. Aber immer wieder (so wie auch außerhalb des Klinikgeländes): ein stärkeres Beäugen. Man nimmt sich wahr. For better or worse.",NA,Maren Hartmann,text
550,2020-06-04T12:43:18Z,maren_hartmann,"Und auf dem Velodrom sieht es inzwischen aus wie auf einem richtigen Feld. Das Getreide wiegt sich im Wind, die Feldblumen blühen... Hier vergeht die Zeit.",NA,Maren Hartmann,text
551,2020-06-04T12:44:33Z,maren_hartmann,Das gilt auch für die Enten im Volkspark: plötzlich sind schon wieder neue Küken und die Küken von vor zwei Wochen sind schon halb ausgewachsen. Am Dienstag waren es tatsächlich unglaublich viele Enten im Tümpel. Wie lange aber dauert so ein Entenleben?,NA,Maren Hartmann,text
552,2020-06-08T12:00:29Z,susanne_jaschko,"Offene Ateliers, Atelierhaus Prenzlauer Promenade, Berlin Pankow. Zum ersten Mal wieder Kunst anschauen,  Menschen mit gleichem Ansinnen begegnen. Viele Bilder, Gemaltes, Getuschtes, Gedrucktes, Tonskulpturen, die über die Heizung hängen, sich nach oben drehen, dazwischen und in einer DDR-Platte. Die Zeit steht auf einmal still, Backflash in die frühen Neunziger, alles noch original: Stühle, PVC, Gardinen. Schön, dass es das noch gibt! Ich merke wie ausgehungert ich bin, wie gnädig ich die Kunst betrachte, wie froh ich bin, dass es sie gibt, diese Bilder und Menschen, die einfach weitermachen, egal wofür und für wen. Die paar Corona-Kunstprojekte darunter sind eigentlich nicht die besten, aber machen Laune. ""Die Coronawelle, von der in den Medien die Rede war, hat es bei uns gar nicht gegeben,"" höre ich im Vorbeigehen einen jungen Mann sagen, der eine Maske trägt und, so erschließen sich die folgenden Kommentare, im Krankenhaus arbeitet.",NA,Susanne Jaschko,text
553,2020-06-08T15:47:04Z,georg_spehr,"Tegel hin-her,
erst brauchen wir den Flughafen noch, obwohl nix los von wegen Regierungsflügen; dann zu, weil ist ja viel zu teuer; jetzt wieder auf, weil wieder mehr Flüge stattfinden und der Platz gebraucht wird (Abstandsregelungen); ab November dann wieder zu, weil BER fertig.
(für Details: <p></p><a href=""https://taz.de/Flughafen-Tegel-bleibt-offen/!5686429/> und <https://www.rbb24.de/politik/Flughafen-BER/BER-Aktuelles/akteure_aktuell/2020/06/berlin-flughafen-tegel-schliessung-november-corona-ber-luetke-daldrup.html"">Link</a><p></p>)
Die Berliner FDP versucht derweil mittels Plakataktion mal wieder mit ihrem Lieblingsthema auf sich aufmerksam zu machen. Das ist zwar ziemlich langweilig, aber trotzdem recht auffällig, weil kaum andere Plakate gehängt werden.
(hier der gleiche Kasten gleich doppelt plakatiert)",NA,Georg Spehr,text
554,2020-06-08T15:47:04Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01576UMG84-dcc53ff9ce/fdp_tegel_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F01576UMG84,Georg Spehr,image
555,2020-06-08T15:47:04Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01517U0MR9-0483e68bfc/fdp_tegel2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F01517U0MR9,Georg Spehr,image
556,2020-06-08T15:48:01Z,georg_spehr,Clubs und Veranstaltungsorte werden gerade von den Hunden gebissen,NA,Georg Spehr,text
557,2020-06-08T15:48:01Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014ZL7FFU5-73917ceafe/so36_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014ZL7FFU5,Georg Spehr,image
558,2020-06-08T15:48:01Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01518315KM-40df106dff/so36_2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F01518315KM,Georg Spehr,image
559,2020-06-08T15:49:05Z,georg_spehr,Notizen am Rande,NA,Georg Spehr,text
560,2020-06-08T15:49:05Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014ZLABAPP-db90f0b1ed/corona__notes_12_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014ZLABAPP,Georg Spehr,image
561,2020-06-08T15:49:05Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014ZLADQ0M-08049e667a/corona__notes_13_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014ZLADQ0M,Georg Spehr,image
562,2020-06-08T20:46:25Z,susanne_jaschko,"Offene Ateliers, Meinblau Projektraum, Berlin. Am Eingang treffen wir auf ""Head of Security Dr. Peter Lanzinger"", der Wäscheklammern verteilt, um die Besucherzahl zu begrenzen. Das entzückende Ensemble auf dem Tisch aus Desinfektionsspray, Wäscheklammerroulette und Tabak ist angesichts der Vermutung, dass <p></p><a href=""https://www.swp.de/panorama/coronavirus-corona-nikotin-forscher-frankreich-nikotinpflaster-hamsterkauf-studie-rauchen-45690093.html|Nikotin"">Link</a><p></p> gar gegen das Virus helfen könnte, gar nicht so absurd. Rauchen führt aber nach wie vor mit wesentlich größerer Sicherheit in den Tod als die Infektion mit Covid-19, aber verteilt die Patienten schön auf das Jahr und die verschiedenen Abteilungen im Krankenhaus. Dr. Lanzinger erweist sich auf Nachfrage als unechter Doktor, der den Titel an diesem Tag nur aus Sicherheitsgründen verliehen bekam.",NA,Susanne Jaschko,text
563,2020-06-08T20:46:25Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F015EBGT2TT-43a4880df0/stadtmusik_roulette_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F015EBGT2TT,Susanne Jaschko,image
564,2020-06-08T20:46:25Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0151NKGJ10-ac581d5fd0/stadtmusik_lanzinger_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0151NKGJ10,Susanne Jaschko,image
565,2020-06-08T20:48:26Z,sam_auinger,wieder  flohmarkt am Linzer hauptplatz (samstag 0606) …masken hin oder her..,NA,Sam Auinger,text
566,2020-06-08T20:48:48Z,susanne_jaschko,"Vor dem Atelierhaus Prenzlauer Promenade, Berlin. Jede Absperrung hat nun eine neue Bedeutung und stellt eine Sinnfrage.",NA,Susanne Jaschko,text
567,2020-06-08T20:48:48Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0151NPEH8S-9c65ee3ab5/stadtmusik_prenzlauerpromenade_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0151NPEH8S,Susanne Jaschko,image
568,2020-06-08T20:52:56Z,sam_auinger,"<iframe src=""https://player.vimeo.com/video/481826531"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F014V1E0FLN,Sam Auinger,movie
569,2020-06-09T13:48:48Z,georg_spehr,🥺,NA,MaxJoy sensoricArt,text
