time,channel,real_name,text
2020-05-21T15:40:20Z,hannes_strobl,hannes strobl,gastronomie in paris mai 2020
2020-05-21T15:40:20Z,hannes_strobl,hannes strobl,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0142BKM4HG-4d82f2e56a/gastronomie_in_frankreich_2020_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T17:57:41Z,udo_noll,unosonic,"24 Stunden am Hinterhoffenster gelauscht, 30sec zu jeder vollen Stunde, 6:00 bis 6:00"
2020-05-21T17:57:41Z,udo_noll,unosonic,"<audio src=""https://files.slack.com/files-pri/T012DPKCBQV-F014FAHRRMF/berlinbuerknerbackyard24h.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg"" controls></audio>"
2020-05-21T18:57:48Z,katrin_emler,katrinem,"der heutige Spaziergang führte wieder an dem Spieltier vorbei, das ich in den letzten Wochen auf meinen Laufrunden regelmäßig besuchte. Mit einiger Verzögerung ist nun endlich auch das letzte Absperrband weg und doch scheint es einsam wie eh und je zu sein… weit hinten im Garten hab ich heut zum ersten Mal jemanden auf der Bank gesehen… ob sie sich langsam dem Spieltier annähern?"
2020-05-21T18:57:48Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141F0Q2FP-9bb6319207/200521_spieltier_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T19:07:49Z,katrin_emler,katrinem,"Gern hätten wir heute unterwegs einen Cafe getrunken, aber alle Plätze in der Sonne waren besetzt und die Gehwege rund um die Cafes und Eisdielen gut frequentiert. Zu dicht für uns… So haben wir  uns eher den Auslagen der an diesem Feiertag geschlossenen Geschäfte gewidmet, diese beiden Schilder entdeckt und einen Cafe auf unserem Balkon genossen."
2020-05-21T19:07:49Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01492U2M1S-c342f815e9/200521_schild_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T19:07:49Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01433PPE2X-92e1b0ac04/200521_schild_2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:27:14Z,georg_spehr,Georg Spehr,Notizen am Rande
2020-05-21T21:27:14Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141QN64LD-d02ef252c6/corona__notes_11_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:32:41Z,georg_spehr,Georg Spehr,Restaurants seit knapp einer Woche wieder offen - mit diversen Verhaltensregeln
2020-05-21T21:32:41Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014FR1CH3K-c742500c11/restaurantnotes01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:32:41Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0149BZK37W-26dd8414ce/restaurantnotes02_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:32:41Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013WEKRLDC-369acc4fe2/restaurantnotes03_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:32:41Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014FR1CH25-f51b9bdc2b/restaurantnotes04_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:35:48Z,georg_spehr,Georg Spehr,"Oberdeck im M29 komplett unbesetzt - an einem Mittwoch Nachmittag.
Die kleinen Klappfenster sind alle zur besseren Durchlüftung offen. Normalerweise kann man diese aufgrund der Klimaanlage im Bus nicht öffnen (ob das der Fahrer oder Fahrgäste waren, lässt sich leider nicht mehr nachvollziehen)"
2020-05-21T21:35:48Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0143D11L4T-0028f57386/m29leer_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:44:42Z,georg_spehr,Georg Spehr,Plakatwirtschaft noch nicht richtig wieder dabei
2020-05-21T21:44:42Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0143DG2ELB-1ac2b1e7f7/plakatwirtschaft01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:44:42Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0149CLAQBW-6cde8b6c39/plakatwirtschaft02_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:44:42Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014T2J2Q8Y-f18692c8b4/plakatwirtschaft03_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T21:44:42Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014T2J2QAU-94371c7cfa/plakatwirtschaft04_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T22:05:58Z,georg_spehr,Georg Spehr,"Hier in FriedrichshainKreuzberg sind seit einigen Wochen bisher 19 temporäre Spielstrassen (immer Sonntags und Feiertags) eingerichtet worden, um Kindern zusätzlichen Raum im Freien zu ermöglichen. Über das Bündnis Temporäre Spielstrassen gibt es weitere Informationen zu den Voraussetzungen (<p></p><a href=""http://spielstrassen.de/"">Link</a><p></p>). Perspektivisch will der Bezirk bis zu 30 an Spielplätzen angrenzende Straßen freigeben. Es wird angestrebt, diese Regelung auch nach Ende der Pandemie beizubehalten. Die Böckhstrasse zwischen Grimm- und Graefestrasse ist außer der Reihe jeden Mittwoch bis Ende September als Spielstrasse ausgezeichnet.
Neben den Popup-Fahrradwegen die zweite größere Maßnahme, wo dem Autoverkehr Raum entzogen wird."
2020-05-21T22:05:58Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0149DPPL5A-34e90ecfdb/spielstrasse_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-21T22:26:54Z,georg_spehr,Georg Spehr,"Die BBC stellt für Videocalls 100 Setfotos aus Fernsehproduktionen als Hintergrundbild zur Verfügung (<p></p><a href=""https://www.bbc.co.uk/archive/empty_sets_collection/zfvy382"">Link</a><p></p>)
Ich würde die Tardis von Dr. Who wählen :tardis:"
2020-05-21T22:26:54Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013WH6N7U6-9b0349272a/1983_doctor_who_tardis_bbc_small_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-23T13:06:06Z,sam_auinger,Sam Auinger,"war heute mittag kurz mit katrin am humannplatz um unsere übungen zu machen und hatte nicht daran gedacht, dass ja die gräser blühen und ich seit ein paar jahren zum “heuschnupfen” neige.
bekam einen anfall mit beginnenden niesen, dann husten und ein wenig um luft zu ringen und hatte zuerst keine idee was das so in meinem direkten umfeld auslöst, da ich ziemlich mit mir selbst beschäftigt war und in solchen momenten auch meine augen voller tränen sind. von einem moment zum anderen stand ich im zentrum der allgemeinen aufmerksamkeit und alles schien rund um mich sich zu verlangsamen, still zu stehen, mich zu beobachten und dann langsam sich wieder anderen dingen zuzuwenden,  da ich ja offensichtlich niemanden zu nahe kam. diese situation hatte bei mir eine zweite stress welle ausgelöst und beschäftigt mich nach ein paar stunden noch immer."
2020-05-23T21:31:57Z,linh_hoang_thuy,Linh Hoang Thuy,"Seit letzter Woche bin ich wieder für einen Tag in der Woche im Büro, da nun auch auf der Arbeit langsam Lockerungsmaßnahmen herrschen.
Obwohl ich in der Bank mit einfacher Alltagskleidung erscheinen darf, habe ich mich bei der Rückkehr in das Büro für eine Bluse und eine Stoffhose entschieden und war damit nicht die Einzige, die sich mehr als sonst herausgeputzt hat. Das liegt wahrscheinlich daran, dass man nun doch recht lange im gemütlichen Gewand verbracht hat und in den letzten Monaten keine richtige Gelegenheit hatte sich schick zu machen. 
Außerdem ist immer nur die Hälfte aus meinem Team anwesend, da wir aufgrund des Sicherheitsabstandes nicht alle gleichzeitig im Büro sein dürfen. Unsere Meetings liefen somit weiterhin virtuell ab und obwohl ich mit den anderen im gleichen Raum saß, starrten wir alle auf unsere Bildschirme, um die Meetings abzuhalten. Mein Highlight ist immer das gemeinsame Mittagessen mit den Kollegen auf der Dachterrasse."
2020-05-23T22:28:36Z,katrin_emler,katrinem,walk the … ?
2020-05-23T22:28:36Z,katrin_emler,katrinem,"<video width=""100%"" controls><source src=""https://azmar.org/qr/media/F0146CVJ4MR.mp4"" type=""video/mp4""></video>"
2020-05-24T13:47:31Z,hannes_strobl,hannes strobl,"<p></p><iframe src=""https://player.vimeo.com/video/422123901?utm_source=email&amp;utm_medium=vimeo-cliptranscode-201504&amp;utm_campaign=28749enjoyed""width=""100%"" height=""100%"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe><p></p> -cheers hannes"
2020-05-25T10:38:20Z,holger_schulze,Holger Schulze,"Christian Geyer polemisiert in der FAZ recht gelungen gegen <p></p><a href=""https://www.faz.net/aktuell/feuilleton/corona-wird-als-lehrmeisterin-des-lebens-banalisiert-16784266.html|»eine törichte Corona als „Lehrmeisterin des Lebens“-Ideologie […], die die Pandemie für noch den kleinsten didaktischen Mehrwert in Anspruch nehmen möchte.«>. Die Reproduktionszahl für Berlin scheint nun schon drei Tage in Folge <https://www.tagesspiegel.de/berlin/coronavirus-in-berlin-reproduktionszahl-steigt-auf-1-37-erste-corona-ampel-zeigt-rot/25655678.html|über 1 zu liegen"">Link</a><p></p>. Damit könnte die logarithmische Eskalation also erneut losgetreten worden sein. Das werden wir allerdings erst wissen und erkennen, wenn es faktisch schon zu spät ist."
2020-05-25T11:04:03Z,susanne_jaschko,Susanne Jaschko,"Großartig: In Izmir erschallt _<p></p><a href=""https://youtu.be/9lgoTeP78tI|Ciao Bella Ciao>_<https://youtu.be/9lgoTeP78tI| von den Minaretten"">Link</a><p></p>. Wer hätte gedacht, dass Moscheen schon derartig digital transformiert und also hackbar sind? Letzte Woche dann eine Email von Easyjet, dass sie leider gehackt wurden und auf die Daten meiner Reisebuchungen zugegriffen wurde. Auch die Emailaccounts zweier Bekannter wurden erst kürzlich gehackt. Tatsächlich gibt es eine Zunahme von Hacks in diesen Zeiten. 33% Prozent mehr in den ersten 100 Coronatagen. 26 % mehr Phishing-Mails, wird behauptet. Die Angst macht clickfreudig, die vielen Stunden am Rechner unachtsam. Eine Anregung: Vielleicht kann jemand einmal das Ansagesystem der BVG hacken und ein paar fröhliche Lieder einspielen? Selbst gegen die eigentlich unerträgliche Sommerhitversion 2018 von _Ciao Bella Ciao_ hätte ich nichts einzuwenden, wenn sie nur die dauermahnenden Ansagen für eine Weile unterbricht. Angesichts des bevorstehenden Coronasommers stellt sich natürlich die Frage, welcher Pandemic Pop Song es dieses Jahr zum Sommerhit schafft."
2020-05-25T18:59:20Z,susanne_jaschko,Susanne Jaschko,"Berlin, Bernauer Straße, Berliner Mauer. Da meine Tochter nun nur ein-zweimal in der Woche in die Schule muss und ansonsten ausschlafen kann, haben wir in den vergangenen Wochen öfters Abendspaziergänge durch die Nachbarschaft gemacht und neue Orte fürs Federballspiel gefunden. Normalerweise ist das Mauerdenkmal immer gut besucht, aber an diesen Abenden fast menschenleer. Wir spielen eine Partie Federball auf dem geschlossenen, stillen und windstillen Platz zwischen dem St. Elisabeth Friedhof und der Mauer. Ein eigenartiger Ort, an dem der Tod spürbar ist, aber genauso das Leben: eine Frau und ein kleines Kind schauen aus einem Haus von ganz oben zu und winken uns zu. Am Ende hebe ich meine Tochter hoch auf die Mauer, von wo sie den Ausblick minutenlang genießt."
2020-05-25T18:59:20Z,susanne_jaschko,Susanne Jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141AJ3C9L-0a1174e9d8/stadtmusik_mauer_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-25T21:00:03Z,max_joy,MaxJoy sensoricArt,"
Ich hab nun schon länger nichts gepostet. Das liegt daran, daß ich nicht wirklich klar komme mit dem überstürtzten Lockerungszwang. In so einem Zustand bin ich nicht besonders kommunikativ. 
Seit den sogenannten Lockerungen verlasse ich kaum noch die Wohnung. Meine Erlebnisse beim Rausgehn in den ketzten 2 Wochen in Berlin Mitte und Neukölln haben mich stark verunsichert. Die rücksichts- und respektvolle Zeit im Supermarkt, Bioladen oder in den öffentl. Verkehsmitteln scheint vorbei zu sein - man muss schon aktiv die Leute in Schranken weisen, um z. B. einen Mindestabstand zu bekommen. 
In den Medien bringen Sie eine Sendung/ein Artikel nach der/dem anderen, wo es um Urlaub geht, ""endlich wieder Urlaub"" und wo man Urlaub machen könnte - Zitat: ""möglicherweise könnte das der schönste Türkeiurlaub sein den Sie je gemacht haben, da die Strände nicht so überfüllt sind"". 
Wie kann man jetzt an Urlaub denken? 
Vor dem Bubble-Tea-Laden bilden sich täglich extrem lange Schlangen. In der U8 tragen nur 10-20% der Fahrgäste Masken, in der Weserstrasse spielen sie Basketball als wär mix gewesen, die Parks waren noch nie so voll, hipster Strassenkreuzungen mit Pizza- und Eisläden waren in all den Jahren auch noch nie so voll, trotzdem nur jeder 2. Bewirtungstisch draussen steht - man kann nur den Abstand einhalten wenn man auf der Auto-Fahrbahn geht. Hier paar Beweisfotos:
"
2020-05-25T21:05:09Z,max_joy,MaxJoy sensoricArt,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014LPT9WRF-c20acddc17/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-25T21:05:55Z,max_joy,MaxJoy sensoricArt,"<video width=""100%"" controls><source src=""https://azmar.org/qr/media/F013TD29E87.mp4"" type=""video/mp4""></video>"
2020-05-25T21:06:32Z,max_joy,MaxJoy sensoricArt,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Y0Q0EBA-b643637baf/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-25T21:08:34Z,max_joy,MaxJoy sensoricArt,"Hier sieht man, dass von 9 Personen nur 2 eine Maske tragen"
2020-05-25T21:09:00Z,max_joy,MaxJoy sensoricArt,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141DE7PNJ-2bc0b9ba9b/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-25T21:14:15Z,max_joy,MaxJoy sensoricArt,"Gerade kommen Meldungen, daß viele Urlaubsorte bereits ausgebucht sind, auch die Campingplätze!"
2020-05-25T23:30:00Z,max_joy,MaxJoy sensoricArt,"
*Das ist meine Liste von aktuell* (März bis Juni 2020) *zirkulierenden* *Wortschöpfungen und Zitaten:*

Solo-Selbstständige
Qualitytime für Väter und Kinder
Intensivbetten
Maskenoroduktion
vernetzte Wertschöpfungsketten
Helikoptergeld
Der neue snackable Content
Menschen sind Resonanzwesen
R-Faktor
Geisterspiele
neue Normalität
verantwortungsvolle Normalität
Maskenpflicht
Seuchenpass
Geberkonferenz
Westfleisch ist systemrelevant
Abwrackprämie
Präventionsparadoxon
Risikogruppe
Schlachtkapazitäten
Informationsimperien
Aluhutträger
Infektions-Cluster
Der Anti-Drosten
Popup-Radwege
Superspreader-Event

Wir wollen mit Wumms aus der Kriese kommen (O.Scholz)

grosser Rettungsschirm
Kern-Familie
Kinder-Bonus
Flottenaustausch
Sonder-Innovations-Prämie
Transformation der Gesellschaft
Technologie-Sprung
Kauflaune
Globalsteuerung
Quantencomputing, KI &amp; Wasserstoff-Strategie

Optimismus &amp; Psychologie sind die Hälfte des wirtschaftlichen Erfolgs (Söder)

Infektionsketten
Hygienismus
Infodemie

Nachbarschaft ist die meue Globalisierung

Wachstumsreligion
Videogipfel

Fußball: 
Deutscher Geister-Meister - die sonst obligatorischen Weißbierduschen mußten aus hygienischen Gründen ausfallen

Corona als Brennglas für ....

Massenhafte Corona-Tests
Corona-Patriotismus
Pandemietage sind keine Feiertage
Zwangskollabierte Volkswirtschaft
Aufmerksamkeits-Ökonomie
Corona-Sommer-Frieden
Popup-Biergärten
Entlastungs-Biergärten
Popup-Parties

"
2020-05-26T08:59:40Z,hannes_strobl,hannes strobl,"<p></p><a href=""https://www.ardaudiothek.de/leute/prof-hartmut-rosa-soziologe/74958768Prof"">Link</a><p></p>.                                                                       Hartmut Rosa | Soziologe
""Das Coronavirus ist der radikalste Entschleuniger, den wir in den letzten 200 Jahren erlebt haben!"""
2020-05-26T13:32:21Z,dietmar_offenhuber,Dietmar Offenhuber,die neuen samtwürfel 
2020-05-26T13:32:21Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Z6ESKQ8-46e4998dd0/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-26T13:33:02Z,dietmar_offenhuber,Dietmar Offenhuber,das leben ist keine kunst
2020-05-26T13:33:02Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014Z6HN4SU-075198a23d/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-26T13:34:23Z,dietmar_offenhuber,Dietmar Offenhuber,in cambridge wird mit maskierten superhelden apelliert
2020-05-26T13:34:23Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0149BDMJJE-7ea6d1f98d/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-26T19:09:46Z,martina_huber,Martina Huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0148RWNFHB-15232c2a70/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-26T19:10:22Z,martina_huber,Martina Huber,und die sportmedizin ist wieder voll...
2020-05-26T19:10:22Z,martina_huber,Martina Huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0143FJ526A-cca2908228/bild_von_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-27T11:18:03Z,nika_radic,Nika Radić,Leer. Finde ich angenehm und deswegen gehe am Abend spazieren
2020-05-27T11:18:03Z,nika_radic,Nika Radić,"<video width=""100%"" controls><source src=""https://files.slack.com/files-pri/T012DPKCBQV-F014BKB9XFU/vid_20200518_221804_2.mp4?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""video/mp4""></video>"
2020-05-27T16:23:04Z,dietmar_offenhuber,Dietmar Offenhuber,"in telefon gesprächen auf meiner terasse beklagen sich meine gesprächspartner öfters über den lärm der vögel. ich hatte auch den eindruck dass sie seit dem lockdown lauter und aktiver geworden sind. aber es ist schwer zu vergleichen - vielleicht ist es nur der stärkere kontrast zum niedrigeren hintergrund pegel oder meine geschärfte aufmerksamkeit. jetzt, nach dem langsamen ende des lockdowns schieben sich die hintergrundgeräusche der stadt wieder stärker in den vordergrund. die vögel scheinen davon zunaechst noch unbeeindruckt …"
2020-05-27T16:23:04Z,dietmar_offenhuber,Dietmar Offenhuber,"<audio src=""https://azmar.org/qr/media/F013XL99MNK.mp3"" type=""audio/mpeg"" controls></audio>"
2020-05-27T16:23:04Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014CCPEU4S-25238eeaf3/garten_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-28T16:01:59Z,georg_spehr,Holger Schulze,Ich fände das hier schick:
2020-05-28T16:01:59Z,georg_spehr,Holger Schulze,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014F67QBPD-9a6ed9dea1/2003_ab_fab_hi000358158_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-28T17:35:02Z,georg_spehr,Holger Schulze,Oder auch das hier:
2020-05-28T17:35:02Z,georg_spehr,Holger Schulze,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0140EX7DQX-4724cdf6b6/2001_ab_fab_fridge_tv000219290_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-28T17:36:31Z,hannes_strobl,Holger Schulze,"Interessante &amp; scharfe Kritik an Rosa (die ich tatsächlich teile: Rosas Umgang mit Klang ist ziemlich, nunja, eigen &amp; oberlehrerhaft...): <p></p><a href=""https://www.faz.net/aktuell/feuilleton/corona-wird-als-lehrmeisterin-des-lebens-banalisiert-16784266.html"">Link</a><p></p>"
2020-05-30T18:45:47Z,dietmar_offenhuber,Dietmar Offenhuber,"hunde - metadiskurs auf zoom: zoom konferenz mit 12 teilnehmern. im hintergrund eines teilnehmers bellt ein hund. ein anderer teilnehmer antwortet, aber bevor er antworten kann, meldet sich sein eigener hund zu wort. es folgt eine halbe minute bellen aus mehreren zoom fenstern"
2020-05-31T07:48:45Z,linh_hoang_thuy,Linh Hoang Thuy,"Gestern, am Samstag den 30.05. versuchten wir am Vormittag mal wieder unser Glück im Baumarkt. Wir erinnerten uns gut an den 11.04., ebenso ein Samstagvormittag, als wir bei einem anderen Baumarkt in einer etwa 100 m langen Schlange standen. Wir haben es in der Schlange innerhalb von 15 Minuten 5 m voran geschafft, bevor wir wieder kehrt machten. So haben wir uns für den nächsten Besuch vorgenommen einer der Ersten zu sein, um nicht wieder anstehen zu müssen. Jedoch schafften wir es gestern erst wieder zum späten Vormittag und fingen an zu überlegen, ob wir anstehen müssen oder nicht. PRO Anstehen: Eventuell haben auch andere Leute vor am verlängerten Pfingstwochenende ein Bauprojekt wie wir zu starten. CONTRA Anstehen: Schon seit den letzten Wochen merken wir, dass wir uns beim Einkaufen nicht mehr anstellen müssen und gar nicht mehr befürchten müssen Waren nicht zu bekommen. Beim Baumarkt angekommen, marschierten  wir schnurstracks rein und kamen mit unseren gewünschten Dingen raus, sodass wir gestern noch unser DIY-Projekt fertigstellen konnten."
2020-05-31T07:48:45Z,linh_hoang_thuy,Linh Hoang Thuy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014XUPCF6V-e18a7244d7/screenshot_20200531-093549__01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-06-01T20:28:56Z,sam_auinger,Sam Auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014TV1JKJQ-f7168ff574/masken_in_der_au_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-06-01T20:29:53Z,sam_auinger,Sam Auinger,"bin nun seit fast einer woche wieder in linz. nach tagen des regens war heute das wetter so einladend, dass ich einen ausflug und langen spaziergang in den donau auen im süden der stadt machte.
seit ungefähr 3 wochen ist es den menschen in österreich erlaubt wieder raus zu gehen und bis vor kurzem war dazu  masken pflicht.....nach also sehr kurzer zeit kann man diese nun an den entlegensten stellen - wie heute tief in der au - finden."
2020-06-02T10:13:12Z,linh_hoang_thuy,Ingrid Beirer,Sehr schön!:+1:
2020-06-02T13:52:21Z,holger_schulze,Holger Schulze,"Igro Levit hat am letzten Wochenende 15 1/2 Stunden lang die Vexations von Erik Satie gespielt; ich habe ihm dabei zugehört &amp; -gesehen - und darüber geschrieben: <p></p><a href=""https://www.merkur-zeitschrift.de/2020/06/02/die-haende-machen-einfach-von-selbst-weiter/"">Link</a><p></p>"
2020-06-03T06:25:09Z,martina_huber,Martina Huber,"irgendwie hat sich vieles normalisiert und ich habe auch meine slack routine dadurch etwas vergessen.. gestern wurde mir aber wieder deutlich klar, dass doch noch nicht alles so normal ist. meine chefin kam gestern aus den USA zurück und muss erstmal 2 wochen im häusliche quarantäne.. jetzt darf ich für sie einkaufen gehen :sweat_smile: aber ne nette abwechslung zu meinem bürojob "
2020-06-04T12:40:31Z,holger_schulze,Sam Auinger,"danke fuer deinen  text,.."
2020-06-04T12:42:03Z,maren_hartmann,Maren Hartmann,"Ich durfte letzte Woche den Klang eines Krankenhauses zu Corona-Zeiten erleben (die lang ersehnte OP fand statt). Es war erstaunlich ruhig, muss ich sagen. Das Krankenhaus schien durchaus gut besucht, aber es hatte sicherlich schon dichtere Zeiten. Corona erschien in Form von Masken. Masken, die man als Patient*in tragen musste (bis in den OP - allerdings nicht im Krankenzimmer); Masken, die das gesamte Personal tragen musste. Ansonsten geht ein Abstandhalten bei Blutabnahme oder ähnlichem nicht. Und auf dem Gelände gab es beides: Menschen mit und ohne Maske. Aber immer wieder (so wie auch außerhalb des Klinikgeländes): ein stärkeres Beäugen. Man nimmt sich wahr. For better or worse."
2020-06-04T12:43:18Z,maren_hartmann,Maren Hartmann,"Und auf dem Velodrom sieht es inzwischen aus wie auf einem richtigen Feld. Das Getreide wiegt sich im Wind, die Feldblumen blühen... Hier vergeht die Zeit."
2020-06-04T12:44:33Z,maren_hartmann,Maren Hartmann,Das gilt auch für die Enten im Volkspark: plötzlich sind schon wieder neue Küken und die Küken von vor zwei Wochen sind schon halb ausgewachsen. Am Dienstag waren es tatsächlich unglaublich viele Enten im Tümpel. Wie lange aber dauert so ein Entenleben?
